train_loss,train_acc,test_loss,test_acc
2.302565839232468,0.09944264481707317,2.3025621055463037,0.10106077981651376
2.007626471722998,0.26076600609756095,2.0083006757115007,0.25591313073394495
1.6004879289283984,0.8186451981707317,1.600179490146287,0.8204200114678899
1.5297824442386627,0.9285680259146342,1.5326178052009793,0.9259962729357798
1.52179756978663,0.9379525533536586,1.5254594639900627,0.9346688646788991
1.5169237630396355,0.9432641006097561,1.5209484171429906,0.9397935779816514
1.5142850766821605,0.9473847179878049,1.5185089187884548,0.9433772935779816
1.5128776318416364,0.9487900152439024,1.5180006470155278,0.9450616399082569
1.5113043770557497,0.9512671493902439,1.5167286871770107,0.9465309633027523
1.5085993612684854,0.9544112042682927,1.514190214489578,0.9487528669724771
