train_loss,train_acc,test_loss,test_acc
2.3025378839271826,0.11149485518292683,2.302547563106642,0.11374713302752294
1.9256294253395825,0.2629096798780488,1.928965047958794,0.26265051605504586
1.655832109291379,0.7010051448170732,1.6606334103356808,0.6966384747706422
1.5653347038641208,0.8850038109756098,1.5678486813099013,0.8813790137614679
1.545464402291833,0.9116091844512195,1.547990319378879,0.9090094610091743
1.5393720872518493,0.9192073170731707,1.5426902153076383,0.9172878440366973
1.53341829049878,0.9265672637195121,1.5372958757461759,0.9236668577981652
1.5310802957633647,0.9321408155487805,1.5349908673435175,0.9296516628440367
1.5273583807596347,0.9346894054878049,1.5309122625840914,0.9319452408256881
1.5232759583287123,0.9389529344512195,1.5291103157428427,0.9348480504587156
