train_loss,train_acc,test_loss,test_acc
2.302561524437695,0.0997046493902439,2.302541818093816,0.10016485091743119
1.7512413557709716,0.533203125,1.7529433200118738,0.5306766055045872
1.637342476263279,0.6975276295731707,1.6397505068997724,0.6948107798165137
1.5627519074009686,0.8946979801829268,1.5634122824450152,0.8922376720183486
1.5370718491513555,0.9226133765243902,1.5411017394940787,0.9196172591743119
1.530970185268216,0.9310927972560976,1.535544441380632,0.927322247706422
1.5343473364667195,0.9291158536585366,1.5388582490999765,0.925422878440367
1.5258650241828546,0.9359994283536586,1.5310421137634767,0.9325186353211009
1.5228755179701783,0.9383812881097561,1.5279420636115817,0.9353856077981652
1.521039308207791,0.9413109756097561,1.5255555472242723,0.9377866972477065
