train_loss,train_acc,test_loss,test_acc
2.3025899166014137,0.09034394054878049,2.302603047922117,0.08765768348623854
1.8729264343657144,0.2755097179878049,1.8732220497700052,0.27777379587155965
1.5988046675920486,0.8644959984756098,1.6022012556364778,0.864105504587156
1.5394138250409104,0.9142530487804879,1.5423685055260266,0.9109446674311926
1.5329110407974662,0.923899580792683,1.5370637763530837,0.9201548165137615
1.5295745817626394,0.9296398628048781,1.5352052679849326,0.9242760894495413
1.5268571725705775,0.9344274009146342,1.5317827889678675,0.9298666857798165
1.5281373287846403,0.9335461128048781,1.5311877705635282,0.9305475917431193
1.5277721965458335,0.9342606707317073,1.533063369606613,0.9313360091743119
1.5263756618994038,0.936451981707317,1.5314641179294761,0.9318377293577982
