train_loss,train_acc,test_loss,test_acc
2.3026054218048,0.0967749618902439,2.302583911003323,0.10227924311926606
1.6889122829931538,0.6986232850609756,1.6923191607545276,0.6958142201834863
1.5872742057573506,0.8772389481707317,1.5902573313188115,0.8766485091743119
1.5407488993028315,0.917944931402439,1.543642239833097,0.9158543577981652
1.5318418650365457,0.9292349466463414,1.5338138298157158,0.9291141055045872
1.5272950769924536,0.9350228658536586,1.5285988521138463,0.9352780963302753
1.5200275571607962,0.9440262957317073,1.5216196359844383,0.9430547591743119
1.5157050548530207,0.9469559832317073,1.5193352174321446,0.9445957568807339
1.5148800386161339,0.9488614710365854,1.5184437145880603,0.9462084288990825
1.5106694149534876,0.9526486280487805,1.516274865614165,0.946495126146789
