train_loss,train_acc,test_loss,test_acc
2.3025945054321753,0.09944264481707317,2.30259042376772,0.10106077981651376
1.9164364657750943,0.2741044207317073,1.9113513614059587,0.27533686926605505
1.686013310420804,0.6258812881097561,1.6881741684511167,0.6262543004587156
1.5881403557411053,0.8197408536585366,1.5934895468414376,0.8145427178899083
1.5474190701071808,0.9186118521341463,1.5521809294683124,0.915961869266055
1.5273271879044974,0.9314500762195121,1.5301014551328957,0.9287557339449541
1.5207334218955622,0.9400962271341463,1.5249953663677251,0.937141628440367
1.5195438276703765,0.9435261051829268,1.5235373951973172,0.9406178325688074
1.5156855117983934,0.9474799923780488,1.5213065393474123,0.9428397362385321
1.5121963576572697,0.9512195121951219,1.5180684617899973,0.9461725917431193
