train_loss,train_acc,test_loss,test_acc
2.3025618449943823,0.09944264481707317,2.3025435318640612,0.10106077981651376
1.9816384344566158,0.2548113567073171,1.9809395162337418,0.2603927752293578
1.8649903463154305,0.3288395579268293,1.8655146672091354,0.3345756880733945
1.7194967073638265,0.5330840320121951,1.7199239889416127,0.5365538990825688
1.6690942394297297,0.5978467987804879,1.668808334464327,0.6003440366972477
1.633048802977655,0.6543921493902439,1.6338802854949181,0.6531321674311926
1.5772402591821624,0.8158822408536586,1.5799784250215654,0.8131092316513762
1.565955028664775,0.8685213414634146,1.5689160944124974,0.8665065940366973
1.5391721053094398,0.9203506097560976,1.5420255316506832,0.9171086582568807
1.5333226115965262,0.9275914634146342,1.5364157256730107,0.9254945527522935
