train_loss,train_acc,test_loss,test_acc
2.3025694751157992,0.09851371951219512,2.30256753011581,0.10002150229357798
1.9070040485480937,0.36011337652439024,1.9082932461292372,0.35729644495412843
1.6315671165541905,0.7824885670731707,1.6357669403793615,0.7808557912844036
1.5483727665936076,0.9041301448170732,1.55098906350792,0.9013761467889908
1.5366935028535564,0.9191834984756098,1.5391880530829822,0.9174670298165137
1.5240444010350762,0.9352848704268293,1.5279206682782653,0.9331995412844036
1.5246288231233271,0.9378572789634146,1.5275286419675984,0.9345255160550459
1.5193769146756428,0.9420493521341463,1.5226951722705035,0.9389334862385321
1.5190089577581825,0.9453601371951219,1.52151336309013,0.9427680619266054
1.5160528933856545,0.9477896341463414,1.5204480607575233,0.9433414564220184
