train_loss,train_acc,test_loss,test_acc
2.3025629011596123,0.09832317073170732,2.302551535291409,0.09962729357798165
1.8944417307289636,0.3754763719512195,1.8978655967143698,0.37435493119266056
1.6271239519119263,0.6726610137195121,1.6310187977388364,0.6670728211009175
1.5628607273101807,0.9067263719512195,1.5656873545515428,0.9040639334862385
1.541179845972759,0.9214462652439024,1.5434755469680925,0.9195455848623854
1.533244533873186,0.9307116996951219,1.537159526020015,0.9280031536697247
1.5286839782464794,0.9347846798780488,1.531782675226894,0.9313718463302753
1.5235064004252596,0.9399056783536586,1.5285304664471828,0.9355289564220184
1.51707308648563,0.9463366996951219,1.5228457964888407,0.941047878440367
1.5156943961614515,0.9475038109756098,1.5232347840562872,0.9404028096330275
