train_loss,train_acc,test_loss,test_acc
2.302540342982222,0.10480182926829268,2.302544599279351,0.10313933486238532
2.12401880214854,0.22165586890243902,2.1240628815572196,0.22208285550458715
2.0115077106690986,0.23006383384146342,2.0117596103510724,0.23283400229357798
1.9964416721245137,0.20793635670731708,1.9959217829441807,0.20545441513761467
1.979862681249293,0.1741139481707317,1.9791448931081579,0.178504873853211
1.9754307946053946,0.19850419207317074,1.975192899004035,0.20255160550458715
1.9729183970428095,0.21994092987804878,1.9724586349014843,0.22566657110091742
1.9645487019201604,0.18054496951219512,1.9636944827683476,0.18312786697247707
1.963998472545205,0.18373666158536586,1.963143759364382,0.18850344036697247
1.9637017875182918,0.18278391768292682,1.9619540036271472,0.1885751146788991
