train_loss,train_acc,test_loss,test_acc
2.302573511513268,0.10480182926829268,2.3025976856914134,0.10313933486238532
2.2021526817868398,0.20422065548780488,2.2022793544541805,0.2068879013761468
2.0446047237733516,0.2186547256097561,2.0442490134764153,0.21968176605504589
2.011372399402828,0.22570503048780488,2.0125720391579724,0.22315797018348624
1.991789121816798,0.2314453125,1.9936287124222571,0.23627436926605505
1.979429561553932,0.23508955792682926,1.9812386156222141,0.24104071100917432
1.9734780773883913,0.23659012957317074,1.9746121414210818,0.2436926605504587
1.9652520687114903,0.18835746951219512,1.9667125415364537,0.19563503440366972
1.9493485856346968,0.1863328887195122,1.9512422144959827,0.1928038990825688
1.9282506533512256,0.18576124237804878,1.9297028440947925,0.19190797018348624
