train_loss,train_acc,test_loss,test_acc
2.302604919526635,0.0997046493902439,2.3026257075301,0.10016485091743119
2.112142875427153,0.24078220274390244,2.1155248082012212,0.2397864105504587
2.0234590470790863,0.26226657774390244,2.027035910055178,0.26121702981651373
1.9978684612163684,0.23990091463414634,2.0029037020622042,0.24251003440366972
1.968617978982809,0.2640529725609756,1.9735106186035576,0.2643706995412844
1.9359402838276654,0.27603372713414637,1.9410885834912641,0.27884891055045874
1.885970718613485,0.31057069359756095,1.891010381213022,0.3168004587155963
1.822816154215394,0.3477753429878049,1.82693641557606,0.35500286697247707
1.7645503980357473,0.40648818597560976,1.7676168751279149,0.40865108944954126
1.728125858234196,0.4895436356707317,1.7305705044247688,0.4900372706422018
